Item,Qty,References,MPN,Manufacturer,Description,Package,Value
1,4,COUT1, COUT2, COUT3, COUT4,GRM32ER60J227ME20,Murata,Output Capacitor,0805,220µF
2,34,CIN1, CIN2, CIN3, CIN4, CIN5, CIN6, CIN7, CIN8, CIN9, CIN10, CIN11, CIN12, CIN13, CIN14, CIN15, CIN16, CIN17, CIN18, CIN19, CIN20, CIN21, CIN22, CIN23, CIN24, CIN25, CIN26, CIN27, CIN28, CIN29, CIN30, CIN31, CIN32, CIN33, CIN34,GRM32ER71E107KA12,Murata,Input Capacitor,0805,10µF
3,34,L1, L2, L3, L4, L5, L6, L7, L8, L9, L10, L11, L12, L13, L14, L15, L16, L17, L18, L19, L20, L21, L22, L23, L24, L25, L26, L27, L28, L29, L30, L31, L32, L33, L34,SRP1265A-1R0M,Bourns,Power Inductor,IND-12x12,1µH
4,34,U1, U2, U3, U4, U5, U6, U7, U8, U9, U10, U11, U12, U13, U14, U15, U16, U17, U18, U19, U20, U21, U22, U23, U24, U25, U26, U27, U28, U29, U30, U31, U32, U33, U34,ISL99360,Renesas,DrMOS Power Stage,QFN-8,
